number,value,datetime_start,datetime_complete,duration,params_auto_class_weights,params_bagging_temperature,params_depth,params_early_stopping_rounds,params_iterations,params_l2_leaf_reg,params_learning_rate,params_random_strength,system_attrs_completed_rung_0,system_attrs_completed_rung_1,state
0,0.8512549238666679,2026-03-01 12:01:17.826493,2026-03-01 12:04:22.990687,0 days 00:03:05.164194,Balanced,1.3629630264132082,8,98,1594,13.849507661133075,0.0029813770307052724,3.8998790405940174,,,COMPLETE
1,0.8626226753089157,2026-03-01 12:04:22.992704,2026-03-01 12:04:43.682891,0 days 00:00:20.690187,None,1.8512537739519748,6,50,1752,5.4181589388967515,0.14783979348659035,3.563510134914501,0.8640269404127863,,COMPLETE
2,0.8581728963411699,2026-03-01 12:04:43.683919,2026-03-01 12:05:10.425521,0 days 00:00:26.741602,None,1.8441200300098726,10,70,1412,2.894574379361577,0.08210795783307676,0.37690620821488274,0.8679681405360634,0.8596568582600572,COMPLETE
3,0.8635573672602594,2026-03-01 12:05:10.426521,2026-03-01 12:05:52.056400,0 days 00:00:41.629879,Balanced,4.010738210400795,6,85,1920,29.957775247880715,0.08990424563322696,2.180867119478397,0.8729943369513922,0.8655703137791219,COMPLETE
4,0.8692966214329054,2026-03-01 12:05:52.058594,2026-03-01 12:08:05.090449,0 days 00:02:13.031855,Balanced,0.9214354190690682,10,80,1605,43.3774318247049,0.0034831692310756976,0.2990461138992595,0.8692966214329054,,PRUNED
5,0.8647360253681463,2026-03-01 12:08:05.091911,2026-03-01 12:08:58.564490,0 days 00:00:53.472579,None,0.5594715878720191,4,50,1904,0.20829257190366926,0.02094469016016961,2.5148341655630917,0.8745888751914168,0.8647360253681463,PRUNED
6,0.8722256599666767,2026-03-01 12:08:58.565490,2026-03-01 12:09:44.132250,0 days 00:00:45.566760,Balanced,3.959820676458199,10,74,2477,92.96636809266307,0.033843711201495215,4.794008810764333,0.8722256599666767,,PRUNED
7,0.8451955581666362,2026-03-01 12:09:44.133252,2026-03-01 12:09:49.510753,0 days 00:00:05.377501,Balanced,0.6197135024348149,6,79,634,0.6406098809229878,0.00305288991400139,4.910023707609772,0.8451955581666362,,PRUNED
8,0.8637316889946163,2026-03-01 12:09:49.511794,2026-03-01 12:11:04.496410,0 days 00:01:14.984616,Balanced,2.6792583126580793,4,72,1073,39.7979570825794,0.014732992751498175,2.0837676890134658,0.8637316889946163,,PRUNED
9,0.8714028084098198,2026-03-01 12:11:04.497410,2026-03-01 12:11:25.944429,0 days 00:00:21.447019,None,3.7303170456835835,10,72,2064,6.667918152888748,0.032837288735053455,0.7491685799496361,0.8714028084098198,,PRUNED
10,0.8693231067792857,2026-03-01 12:11:25.945438,2026-03-01 12:11:35.117398,0 days 00:00:09.171960,Balanced,4.739486462136872,8,95,2979,0.01361190166330694,0.2285958514550427,1.7860771671691253,0.8693231067792857,,PRUNED
11,0.8716441862256936,2026-03-01 12:11:35.118838,2026-03-01 12:11:41.281075,0 days 00:00:06.162237,None,2.6087232180060225,6,61,2507,1.9377848208467274,0.26497086983026463,3.2136304348526243,0.8716441862256936,,PRUNED
12,0.8638836185724881,2026-03-01 12:11:41.282557,2026-03-01 12:12:33.630549,0 days 00:00:52.347992,None,3.3565986156923384,6,88,2197,15.290174924087044,0.09161333532745287,3.2669341883407945,0.8656825755313924,,COMPLETE
13,0.8650026846510194,2026-03-01 12:12:33.631880,2026-03-01 12:13:13.172092,0 days 00:00:39.540212,None,3.5463770446052565,5,87,2290,21.337738318221334,0.078650263940759,2.751237639385124,0.8650026846510194,,PRUNED
14,0.8716622444164074,2026-03-01 12:13:13.173302,2026-03-01 12:13:57.824329,0 days 00:00:44.651027,Balanced,4.818254123875968,7,87,2855,0.2963426014380874,0.008952494642573664,1.373594222982892,0.8716622444164074,,PRUNED
15,0.8637109822692646,2026-03-01 12:13:57.825406,2026-03-01 12:14:50.626314,0 days 00:00:52.800908,None,3.11117290162552,7,89,2197,10.615599072255732,0.07977755670966026,4.150456108425903,0.8743559245312094,0.865995885140276,COMPLETE
16,0.8370275375369591,2026-03-01 12:14:50.627339,2026-03-01 12:15:05.188272,0 days 00:00:14.560933,None,3.1645906662461076,8,93,2196,0.032641090328333816,0.0011347710089968984,4.1979646257217205,0.8370275375369591,,PRUNED
17,0.8632648245706965,2026-03-01 12:15:05.189531,2026-03-01 12:16:09.736283,0 days 00:01:04.546752,None,3.0993172848316366,7,91,2687,8.596640439271413,0.04398576182901218,3.109660000677565,0.865266033265595,,COMPLETE
18,0.8656681289788214,2026-03-01 12:16:09.737701,2026-03-01 12:16:34.016858,0 days 00:00:24.279157,None,2.0953768107117696,5,99,1354,1.5129319148984013,0.1097528502281746,4.4151208383068905,0.873046705704462,0.8656681289788214,PRUNED
19,0.858878249270449,2026-03-01 12:16:34.018145,2026-03-01 12:17:34.175875,0 days 00:01:00.157730,None,3.0663259067286215,9,81,2322,97.6948881883045,0.009725116701078526,3.6198880013845667,0.858878249270449,,PRUNED
20,0.8648621317332974,2026-03-01 12:17:34.176882,2026-03-01 12:18:14.566161,0 days 00:00:40.389279,None,0.03152589618095547,5,91,2597,0.7300589006533581,0.04729575609010385,4.280027006414481,0.873208025541505,0.8648621317332974,PRUNED
21,0.8646409188970539,2026-03-01 12:18:14.567242,2026-03-01 12:18:35.199311,0 days 00:00:20.632069,Balanced,4.165466698040974,6,86,1986,24.12192908439821,0.15087264296333588,2.0521624119484776,0.8646409188970539,,PRUNED
22,0.8636269514884762,2026-03-01 12:18:35.201383,2026-03-01 12:19:12.866697,0 days 00:00:37.665314,None,4.352053727215363,7,84,1832,3.309231743832233,0.07300480153749724,3.0404993100084625,0.8738075574732016,0.8657343423447716,COMPLETE
23,0.8657277210081769,2026-03-01 12:19:12.868701,2026-03-01 12:19:51.472087,0 days 00:00:38.603386,None,4.392458645307496,7,66,2141,3.401823926664705,0.05571245309607723,3.00756143228528,0.8746213799347017,0.8657277210081769,PRUNED
24,0.8650391020022923,2026-03-01 12:19:51.473087,2026-03-01 12:20:15.788475,0 days 00:00:24.315388,None,3.3483977359845607,7,82,1143,9.435134349087638,0.1566848329551733,3.623039456208682,0.8748031657212201,0.8650391020022923,PRUNED
25,0.865095082393505,2026-03-01 12:20:15.789475,2026-03-01 12:21:26.534101,0 days 00:01:10.744626,None,4.506610604028303,8,78,1738,4.014432683358842,0.02849286808758375,2.6933726393751436,0.874036294555576,0.865095082393505,PRUNED
26,0.864476890331404,2026-03-01 12:21:26.535440,2026-03-01 12:22:19.767363,0 days 00:00:53.231923,None,2.8092062316965944,7,91,2390,15.603246519185637,0.05952920527607867,3.381576981786524,0.8738966445473895,0.864476890331404,PRUNED
27,0.8685887403569261,2026-03-01 12:22:19.768366,2026-03-01 12:22:29.168433,0 days 00:00:09.400067,None,3.5355884615627984,9,84,1782,1.272289488260249,0.28418766961121666,3.8760016341944303,0.8685887403569261,,PRUNED
28,0.8735968785815412,2026-03-01 12:22:29.169433,2026-03-01 12:23:13.617202,0 days 00:00:44.447769,None,4.9912793632387285,5,89,2674,0.18122573330856448,0.017319501825381698,4.600767419617284,0.8735968785815412,,PRUNED
29,0.8636844367289153,2026-03-01 12:23:13.618199,2026-03-01 12:23:39.742505,0 days 00:00:26.124306,None,2.286814206008971,9,96,1494,12.883797481739267,0.20447215835532218,3.9259448403681176,0.8636844367289153,,PRUNED
30,0.8719307095183519,2026-03-01 12:23:39.744511,2026-03-01 12:23:51.737850,0 days 00:00:11.993339,None,3.799152334019521,7,100,2197,0.43239447803395,0.12061350869770071,4.0217246394314,0.8719307095183519,,PRUNED
31,0.8733645298610242,2026-03-01 12:23:51.739859,2026-03-01 12:24:12.183639,0 days 00:00:20.443780,Balanced,4.12614800767456,6,86,1935,37.48641673614536,0.08175528772593536,2.319558253369742,0.8733645298610242,,PRUNED
32,0.864150157467423,2026-03-01 12:24:12.184648,2026-03-01 12:24:41.854988,0 days 00:00:29.670340,Balanced,4.329221892347405,6,83,1812,5.410755061880335,0.09984104782448508,1.515991039458282,0.8663221364525046,,COMPLETE
33,0.8637485433059491,2026-03-01 12:24:41.857144,2026-03-01 12:25:02.521712,0 days 00:00:20.664568,Balanced,4.503014807103695,8,77,1734,5.735938965691124,0.16163959126557081,1.4457534243101926,0.8637485433059491,,PRUNED
34,0.8652527905924049,2026-03-01 12:25:02.521712,2026-03-01 12:25:24.154846,0 days 00:00:21.633134,None,1.6185114890383876,6,84,1586,4.274163376829602,0.0675001839298751,0.8221803233104733,0.8736980044495382,0.8652527905924049,PRUNED
35,0.8725982606350704,2026-03-01 12:25:24.156204,2026-03-01 12:25:37.105392,0 days 00:00:12.949188,Balanced,4.237031510860597,7,96,2066,2.1372244211466263,0.105490086510221,2.900090760620247,0.8725982606350704,,PRUNED
36,0.8648290250503221,2026-03-01 12:25:37.106392,2026-03-01 12:26:58.583248,0 days 00:01:21.476856,None,3.3689468499089132,6,82,1283,13.940526927615307,0.023757075308700044,3.476580451989631,0.8648290250503221,,PRUNED
37,0.8732363167069565,2026-03-01 12:26:58.584297,2026-03-01 12:27:17.093831,0 days 00:00:18.509534,Balanced,2.8902424867141487,5,90,1802,2.6697797613764895,0.041409940134968806,2.48154308049454,0.8732363167069565,,PRUNED
38,0.8639691542025021,2026-03-01 12:27:17.094831,2026-03-01 12:27:37.837596,0 days 00:00:20.742765,None,3.8434125981770975,6,75,1570,55.59635903859434,0.11009135708711747,1.3890099690150048,0.8639691542025021,,PRUNED
39,0.8629799867091716,2026-03-01 12:27:37.838827,2026-03-01 12:28:12.651860,0 days 00:00:34.813033,Balanced,2.3759881950754362,7,68,753,8.985664509656788,0.06785031630146768,1.7612022529938902,0.8655426245533607,,COMPLETE
40,0.8623782276006203,2026-03-01 12:28:12.653191,2026-03-01 12:30:21.932047,0 days 00:02:09.278856,None,3.5394196785871994,8,94,1841,59.42898974570162,0.004799734851883399,0.10326650279045313,0.8623782276006203,,PRUNED
41,0.8631155435274629,2026-03-01 12:30:21.933319,2026-03-01 12:31:05.928790,0 days 00:00:43.995471,Balanced,3.8745406502634454,6,85,2021,36.803300684048146,0.09017646467121325,2.189360192842637,0.8655164401768258,,COMPLETE
42,0.8646206335294856,2026-03-01 12:31:05.929791,2026-03-01 12:31:28.863669,0 days 00:00:22.933878,Balanced,4.063314156339355,5,89,1693,23.905158629322838,0.1983835927046833,0.9880762586454344,0.8666459800059714,,COMPLETE
43,0.8640747946181776,2026-03-01 12:31:28.864941,2026-03-01 12:31:50.065926,0 days 00:00:21.200985,Balanced,4.378895608454108,4,88,1684,20.332662607556458,0.1954756739116277,0.8587257508119273,0.8750704269437837,0.8664256700792634,COMPLETE
44,0.8639154009881441,2026-03-01 12:31:50.066994,2026-03-01 12:32:15.389455,0 days 00:00:25.322461,Balanced,4.728328282495925,4,88,1690,19.536883971051186,0.19903774266182156,0.8014721571153787,0.8750896890138784,0.8662483988404234,COMPLETE
45,0.8645406959385925,2026-03-01 12:32:15.390811,2026-03-01 12:32:37.729650,0 days 00:00:22.338839,Balanced,4.753884102778591,4,93,1646,20.027504473300013,0.21078472068211648,0.7616592572278912,0.8751179801793298,0.8667471058739682,COMPLETE
46,0.8638860263312498,2026-03-01 12:32:37.730655,2026-03-01 12:32:57.689672,0 days 00:00:19.959017,Balanced,4.687425581857892,4,93,1676,21.871107371537995,0.19896144000817412,0.8037841363735077,0.8659820405273955,,COMPLETE
47,0.873650451213992,2026-03-01 12:32:57.691000,2026-03-01 12:33:08.708897,0 days 00:00:11.017897,Balanced,4.978485305055772,4,96,1479,58.653428979464046,0.29644954094945986,0.5413380299795745,0.873650451213992,,PRUNED
48,0.8641783282449366,2026-03-01 12:33:08.709948,2026-03-01 12:33:25.523997,0 days 00:00:16.814049,Balanced,4.680720223960074,4,55,1212,26.497512059619368,0.20159285562551396,0.9576089673731301,0.8660991177971897,,COMPLETE
49,0.8645587541293063,2026-03-01 12:33:25.525356,2026-03-01 12:33:38.455160,0 days 00:00:12.929804,Balanced,4.564865828314058,4,52,984,29.42041543398199,0.21286175327556217,1.0633320549632557,0.8645587541293063,,PRUNED
50,0.8737852857046546,2026-03-01 12:33:38.456160,2026-03-01 12:33:45.505013,0 days 00:00:07.048853,Balanced,4.076099009523154,4,58,1231,51.52701888090324,0.13257010753726253,1.0607261198410658,0.8737852857046546,,PRUNED
51,0.8640803324633298,2026-03-01 12:33:45.506051,2026-03-01 12:34:07.120274,0 days 00:00:21.614223,Balanced,4.77653169595712,4,92,1395,18.715241761616934,0.17727985910840513,0.37856380014159813,0.8658983709104218,,COMPLETE
52,0.8649003549036416,2026-03-01 12:34:07.121669,2026-03-01 12:34:19.551663,0 days 00:00:12.429994,Balanced,4.747573229132877,4,98,1386,5.895127841677816,0.24595371525616858,0.3819520598227365,0.8649003549036416,,PRUNED
53,0.8645043387812887,2026-03-01 12:34:19.552665,2026-03-01 12:34:40.678403,0 days 00:00:21.125738,Balanced,4.276247499355899,5,63,1049,29.258931843867668,0.1601835323754132,1.111847589089496,0.8660184578786682,,COMPLETE
54,0.8654144113992931,2026-03-01 12:34:40.679613,2026-03-01 12:34:53.153752,0 days 00:00:12.474139,Balanced,4.861211042536658,5,57,914,29.99112060331621,0.1639212116491132,1.1636510659085615,0.874397458369851,0.8654144113992931,PRUNED
55,0.8637745471005769,2026-03-01 12:34:53.154752,2026-03-01 12:35:13.297691,0 days 00:00:20.142939,Balanced,4.59844095667264,5,53,1119,76.1854669943824,0.1273050669511058,0.5311642252738643,0.8743914389729464,0.8659134194026832,COMPLETE
56,0.864085870308482,2026-03-01 12:35:13.298727,2026-03-01 12:35:29.353570,0 days 00:00:16.054843,Balanced,4.308013074878049,5,63,817,30.283694914249075,0.29861371750155175,0.1038267258251575,0.8747369523552696,0.8663314665177066,COMPLETE
57,0.8730810162668182,2026-03-01 12:35:29.354813,2026-03-01 12:35:35.800712,0 days 00:00:06.445899,Balanced,4.2731843140579615,5,65,629,7.497674828198648,0.2407621409323289,1.6190608816550265,0.8730810162668182,,PRUNED
58,0.8652491789542621,2026-03-01 12:35:35.801713,2026-03-01 12:35:47.413175,0 days 00:00:11.611462,Balanced,4.043379941121273,5,61,776,30.21481019650538,0.2994579918848637,0.5879821199846759,0.873952624938602,0.8652491789542621,PRUNED
59,0.8738105671716538,2026-03-01 12:35:47.414176,2026-03-01 12:35:54.242050,0 days 00:00:06.827874,Balanced,3.946127134447506,5,62,910,12.094954295074338,0.14487671582793024,0.156157738441298,0.8738105671716538,,PRUNED
60,0.8636457320068189,2026-03-01 12:35:54.243053,2026-03-01 12:36:13.518123,0 days 00:00:19.275070,Balanced,1.0467066645380605,5,72,535,66.07636796758014,0.23655693822391688,1.1796678200967206,0.8657448762893548,,COMPLETE
61,0.8654159162485192,2026-03-01 12:36:13.520307,2026-03-01 12:36:28.674959,0 days 00:00:15.154652,Balanced,4.491292803452711,4,57,1223,42.052235467834336,0.18432906733137447,0.4031327665620297,0.8654159162485192,,PRUNED
62,0.8641099478961005,2026-03-01 12:36:28.677327,2026-03-01 12:36:42.693554,0 days 00:00:14.016227,Balanced,4.859795873810523,4,55,1036,16.85049722079453,0.17085488260913248,0.01284939593731288,0.8659164291011355,,COMPLETE
63,0.865655789215167,2026-03-01 12:36:42.694979,2026-03-01 12:36:58.552709,0 days 00:00:15.857730,Balanced,3.6812863576672505,4,54,796,16.209519053900834,0.10247470945546476,0.029941177040888958,0.8740585663241229,0.865655789215167,PRUNED
64,0.8652314217333936,2026-03-01 12:36:58.553895,2026-03-01 12:37:11.168570,0 days 00:00:12.614675,Balanced,4.28209521653768,5,50,1005,26.88964687114009,0.14187432712192805,0.2181343250922093,0.8652314217333936,,PRUNED
65,0.8318162446668145,2026-03-01 12:37:11.169570,2026-03-01 12:37:14.464051,0 days 00:00:03.294481,Balanced,4.9922199887282,4,55,859,86.32502180810255,0.0019612525395421155,0.6387919413202785,0.8318162446668145,,PRUNED
66,0.8654685859714344,2026-03-01 12:37:14.465341,2026-03-01 12:37:28.168211,0 days 00:00:13.702870,Balanced,4.608564095319189,5,63,661,43.946816914929016,0.23495844927420606,0.9774977237933036,0.8654685859714344,,PRUNED
67,0.8646987051073379,2026-03-01 12:37:28.170327,2026-03-01 12:37:39.196939,0 days 00:00:11.026612,Balanced,4.361718592442615,4,69,1050,10.662535918328857,0.2650057319545683,1.2291617595804762,0.8646987051073379,,PRUNED
68,0.8639905230615135,2026-03-01 12:37:39.198344,2026-03-01 12:37:55.119489,0 days 00:00:15.921145,Balanced,4.843388070833429,5,59,1135,7.059748697285625,0.1352518345174112,1.8645365273388548,0.8639905230615135,,PRUNED
69,0.8739122949793414,2026-03-01 12:37:55.120892,2026-03-01 12:38:55.822995,0 days 00:01:00.702103,Balanced,4.093875723647872,6,59,1485,4.5942009878261665,0.01058406839164447,1.5484860672270013,0.8739122949793414,,PRUNED
70,0.864272230836648,2026-03-01 12:38:55.825039,2026-03-01 12:39:12.599838,0 days 00:00:16.774799,Balanced,4.447018365710441,4,55,1305,33.566187546790886,0.16479603336768328,0.26588442911531684,0.8664446311795129,,COMPLETE
71,0.8733940249058567,2026-03-01 12:39:12.600838,2026-03-01 12:39:18.869723,0 days 00:00:06.268885,Balanced,4.458033492135834,4,56,1284,32.79515725622903,0.17453259798385568,0.24764633599452449,0.8733940249058567,,PRUNED
72,0.864016526856141,2026-03-01 12:39:18.870723,2026-03-01 12:39:34.778142,0 days 00:00:15.907419,Balanced,4.679352917538524,4,51,1187,24.247161342138618,0.11878779353258169,0.0330970170245304,0.8743246236673055,0.8657891188566035,COMPLETE
73,0.8655423235835155,2026-03-01 12:39:34.779479,2026-03-01 12:39:52.471375,0 days 00:00:17.691896,Balanced,4.196309907877558,5,65,1049,15.486925756397365,0.09838610003308094,0.6429186411732178,0.8655423235835155,,PRUNED
74,0.8652798778784755,2026-03-01 12:39:52.472587,2026-03-01 12:40:08.082863,0 days 00:00:15.610276,Balanced,3.6970952458653876,4,54,1310,49.129401648156914,0.2229036908103515,0.9473096127939635,0.8652798778784755,,PRUNED
75,0.8656578960040836,2026-03-01 12:40:08.084886,2026-03-01 12:40:18.623418,0 days 00:00:10.538532,Balanced,4.875578870184288,4,60,954,11.669032450072237,0.1611515839155183,0.47397497542493533,0.8743757885409945,0.8656578960040836,PRUNED
76,0.8645633288709538,2026-03-01 12:40:18.625515,2026-03-01 12:40:31.140725,0 days 00:00:12.515210,Balanced,4.421329376011665,5,67,1465,0.09091374045977237,0.2714860277026284,1.2431774404353677,0.8763730244339358,0.8660019045371806,COMPLETE
77,0.8650117137463763,2026-03-01 12:40:31.141730,2026-03-01 12:40:42.261836,0 days 00:00:11.120106,Balanced,3.977721132797809,5,67,1620,0.044344991193198346,0.18287047179687188,1.274434807642964,0.8748037676609105,0.8650117137463763,PRUNED
78,0.8634364977704154,2026-03-01 12:40:42.262839,2026-03-01 12:41:02.451946,0 days 00:00:20.189107,Balanced,4.458164721978553,4,71,1898,0.06678585870815285,0.08747913717184162,0.6921287192611321,0.8655916826381331,,COMPLETE
79,0.8647164623282064,2026-03-01 12:41:02.452944,2026-03-01 12:41:20.511114,0 days 00:00:18.058170,Balanced,4.601364221573933,6,75,1536,0.01919695278529142,0.11875830930355263,1.5561277665278328,0.8647164623282064,,PRUNED
80,0.863916604867525,2026-03-01 12:41:20.513176,2026-03-01 12:41:38.990407,0 days 00:00:18.477231,Balanced,4.202385487419482,5,79,1343,0.18800322396108637,0.15161403964469822,0.9403297455709537,0.8663119034777667,,COMPLETE
81,0.8729461817761555,2026-03-01 12:41:38.991425,2026-03-01 12:41:43.667963,0 days 00:00:04.676538,Balanced,4.360057789597998,5,63,1463,0.8038672513107351,0.2769208604843884,0.2929533485442533,0.8729461817761555,,PRUNED
82,0.8738599262262715,2026-03-01 12:41:43.669092,2026-03-01 12:41:49.393578,0 days 00:00:05.724486,Balanced,4.637626169123367,4,64,1630,0.14118218048586845,0.21559020216025598,1.3968604998198506,0.8738599262262715,,PRUNED
83,0.8730749968699136,2026-03-01 12:41:49.394621,2026-03-01 12:41:55.091762,0 days 00:00:05.697141,Balanced,4.863236423190493,5,56,1086,37.44482221760601,0.2642532815260961,1.0867857454879666,0.8730749968699136,,PRUNED
84,0.8738045477747494,2026-03-01 12:41:55.093771,2026-03-01 12:41:59.791778,0 days 00:00:04.698007,Balanced,4.271148566185483,6,60,1238,0.2987451423927407,0.2083290644863131,0.16006355814290538,0.8738045477747494,,PRUNED
85,0.8654727995492677,2026-03-01 12:41:59.792779,2026-03-01 12:42:11.992679,0 days 00:00:12.199900,Balanced,4.430931047585042,4,53,1446,18.349857041545924,0.18195124621221703,0.71509702255757,0.8654727995492677,,PRUNED
86,0.8639890182122874,2026-03-01 12:42:11.994105,2026-03-01 12:42:23.274515,0 days 00:00:11.280410,Balanced,3.8940531323521674,5,70,1533,0.10248670637673568,0.2639060085151943,1.3004322448425985,0.8639890182122874,,PRUNED
87,0.8641024838439387,2026-03-01 12:42:23.275551,2026-03-01 12:42:43.790454,0 days 00:00:20.514903,Balanced,4.52515862281272,4,66,850,23.372699407765115,0.15217110021484412,0.004570267756753649,0.8657542063545569,,COMPLETE
88,0.865503498473481,2026-03-01 12:42:43.791488,2026-03-01 12:42:59.007524,0 days 00:00:15.216036,Balanced,4.70708871243752,4,77,1747,22.920116824902355,0.13266620946658714,0.44387835654052155,0.8740748186957652,0.865503498473481,PRUNED
89,0.8638759137444503,2026-03-01 12:42:59.008534,2026-03-01 12:43:36.810006,0 days 00:00:37.801472,Balanced,4.5605147008194225,4,67,1907,8.256668777973944,0.054965210144949254,1.7394252470135416,0.8749012818907649,0.8660280889137156,COMPLETE
90,0.8630099633057564,2026-03-01 12:43:36.811042,2026-03-01 12:44:59.707422,0 days 00:01:22.896380,Balanced,4.930916733391441,4,73,1169,13.39671918427661,0.006266726582043604,0.8786321364077513,0.8630099633057564,,PRUNED
91,0.8636563261453709,2026-03-01 12:44:59.709427,2026-03-01 12:45:19.749246,0 days 00:00:20.039819,Balanced,4.135322509520283,5,62,857,71.66426016420695,0.1620684747860462,0.3110985917320259,0.8741283913282161,0.8659293708044804,COMPLETE
92,0.8651483540561105,2026-03-01 12:45:19.750671,2026-03-01 12:45:26.567035,0 days 00:00:06.816364,Balanced,4.335111660123884,4,58,828,0.010615398358750982,0.2993776876134988,0.013200198092770607,0.8651483540561105,,PRUNED
93,0.8653663164180255,2026-03-01 12:45:26.568488,2026-03-01 12:45:40.182451,0 days 00:00:13.613963,Balanced,4.762625849580323,5,68,739,25.54701565792273,0.22971812142052844,0.13615007182750707,0.8669725322880449,,COMPLETE
94,0.8722623782877946,2026-03-01 12:45:40.183462,2026-03-01 12:45:44.999090,0 days 00:00:04.815628,Balanced,4.75937870554301,6,69,642,24.873491301859104,0.20155451552725281,0.4997588724425379,0.8722623782877946,,PRUNED
95,0.8640018395276939,2026-03-01 12:45:45.000091,2026-03-01 12:46:05.368830,0 days 00:00:20.368739,Balanced,4.5406433315216645,4,66,745,0.5190543784118614,0.11461355866786331,0.28194864754522625,0.8747092631295086,0.8662315445290905,COMPLETE
96,0.8650277855361115,2026-03-01 12:46:05.369830,2026-03-01 12:46:23.491446,0 days 00:00:18.121616,Balanced,4.778060500395987,5,94,708,17.6037321622547,0.24003943860500193,1.009248888781697,0.8753647754524179,0.8671154929645288,COMPLETE
97,0.8653123826217604,2026-03-01 12:46:23.492825,2026-03-01 12:46:38.991378,0 days 00:00:15.498553,Balanced,4.792771520277642,5,98,684,9.994505917941183,0.24042043011080128,0.7919127371915585,0.8752600379462783,0.8653123826217604,PRUNED
98,0.8741145467153355,2026-03-01 12:46:38.993387,2026-03-01 12:46:49.664344,0 days 00:00:10.670957,Balanced,2.004638136790414,6,91,1397,17.245250115628668,0.22242513723896712,0.971717209263665,0.8741145467153355,,PRUNED
